utt_id	text
38_6038_1_382_02_211112-170406_bem_ba5_elicit_0	One looks very happy to see the other.
38_6038_3_382_02_211112-170406_bem_ba5_elicit_1	It is very dark outside such that what is behind is not seen.
38_6046_1_382_02_211112-172750_bem_ba5_elicit_0	Is this dog playing with its owner?
38_6046_3_382_02_211112-172750_bem_ba5_elicit_1	Can the owner of the dog throw himself with a stick on this river?
38_6091_1_382_02_211112-220427_bem_f12_elicit_0	This woman is the one taking care of the children and making sure that everything is okay.
38_6091_3_382_02_211112-220427_bem_f12_elicit_1	The woman looks like she makes different things. Maybe she makes for people.
38_6094_1_382_02_211112-221036_bem_f12_elicit_0	He is wearing work suits.
38_6094_3_382_02_211112-221036_bem_f12_elicit_1	It's good he has a light shining where he is looking.
38_6175_1_382_02_211113-070802_bem_f12_elicit_0	This man is in a sitting room in the house.
38_6175_3_382_02_211113-070802_bem_f12_elicit_1	Maybe what he is looking at is very hard.
39_1007_0_391_01_211118-041431_bem_1e5_elicit_0	Four people are squatting outside.
39_1007_2_391_01_211118-041431_bem_1e5_elicit_1	These people look like school children that's why they are wearing the same clothes. Have you seen the woman in front?
39_1007_4_391_01_211118-041431_bem_1e5_elicit_2	The ones behind are paying attention to what is happening in front of them, but the one behind is looking elsewhere and smiling.
39_1010_0_391_01_211118-042657_bem_1e5_elicit_0	A man dressed in black is standing in the air between two straight walls.
39_1010_2_391_01_211118-042657_bem_1e5_elicit_1	He has a fire burning in one hand and he is not even holding the wall in the other. He is only holding his legs.
39_1010_4_391_01_211118-042657_bem_1e5_elicit_2	This building has glass doors and it looks yellow.
39_1024_0_391_01_211118-164518_bem_901_elicit_0	A man is squatting on a tarred road in the afternoon ready to play a game.
39_1024_2_391_01_211118-164518_bem_901_elicit_1	What is this man who is wearing blue shoes and a black helmet for protection doing?
39_1024_4_391_01_211118-164518_bem_901_elicit_2	It looks like he is just passing time in this game and the place where he is is fenced with a red net.
39_1028_0_391_01_211118-170542_bem_901_elicit_0	Two men are standing under an open car in the middle of a tarred road.
39_1028_2_391_01_211118-170542_bem_901_elicit_1	What are these two men doing in the middle of the tarred road?
39_1028_4_391_01_211118-170542_bem_901_elicit_2	Behind the vehicle these two men are standing there is another vehicle that has a lot of people surrounding it.
39_1050_0_391_01_211118-203403_bem_901_elicit_0	A white man wearing a blue hat is standing in a room.
39_1050_2_391_01_211118-203403_bem_901_elicit_1	What is this white man wearing a blue hat doing?
39_1050_4_391_01_211118-203403_bem_901_elicit_2	He seems to be concentrating on what he is doing and there is a picture of men and women on the wall.
39_1104_0_391_01_211119-023901_bem_901_elicit_0	A woman wearing a grey shirt and a black trousers is standing in a room in the afternoon.
39_1104_2_391_01_211119-023901_bem_901_elicit_1	A woman wearing a grey shirt and a black trousers is standing in a room in the afternoon making a pot using both hands.
39_1104_4_391_01_211119-023901_bem_901_elicit_2	This woman is making different pots, some are covered with flowers while others have no flowers and she is concentrating on what she is making.
39_1175_0_391_01_211119-094500_bem_901_elicit_0	Many different people are outside at a certain place, among them are young, old, women and men are standing.
39_1175_2_391_01_211119-094500_bem_901_elicit_1	These different people on the sides are watching the two young men in the middle who are ladies. All these people are paying attention as they are watching.
39_1175_4_391_01_211119-094500_bem_901_elicit_2	This place is surrounded by a lot of tall buildings and on the ground there is a well made concrete and on the ground where the men are dancing they have put something that has two colors, black and white.
39_1197_0_391_01_211119-104631_bem_901_elicit_0	A man wearing a blue shirt with stripes and a blue trousers is with a boy child wearing a grey shirt and a blue trousers.
39_1197_2_391_01_211119-104631_bem_901_elicit_1	What is this man wearing a blue shirt with stripes and a blue trousers doing?
39_1197_4_391_01_211119-104631_bem_901_elicit_2	The boy who is behind the man who is folding his hands also has a black pillow and they are all concentrating on what they are doing.
39_886_0_391_01_211116-173209_bem_1e5_elicit_0	In a certain building there is a group of men and women
39_886_2_391_01_211116-173209_bem_1e5_elicit_1	Among these people there is a woman wearing a black shirt with no trousers outside, she has a bottle in her hands and she is holding her hair it seems she is talking to a man.
39_886_4_391_01_211116-173209_bem_1e5_elicit_2	Have you seen? They are all doing different things and near the man there is a red table with bottles of beer.
39_947_0_391_01_211117-163843_bem_1e5_elicit_0	A woman with brown hair is standing in a room.
39_947_2_391_01_211117-163843_bem_1e5_elicit_1	This woman has bent her neck down and she has put one hand in her mouth.
39_947_4_391_01_211117-163843_bem_1e5_elicit_2	He is in the kitchen because there is a bucket with well arranged plates in it.
39_978_0_391_01_211117-220544_bem_1e5_elicit_0	An elderly woman is seated on a chair and has bent down and is holding a bag in her hands that she has put on the chair.
39_978_2_391_01_211117-220544_bem_1e5_elicit_1	Maybe he is waiting for someone or something because even the jersey he is wearing is covering his head and his face is not visible.
39_978_4_391_01_211117-220544_bem_1e5_elicit_2	You are right, and on the other side near her is a fridge that is used to cool food and has a lot of finger foods.
39_1007_1_392_02_211118-071706_bem_901_elicit_0	Why are they all wearing the same clothes?
39_1007_3_392_02_211118-071706_bem_901_elicit_1	He has made a peace sign by raising his hands in the air.
39_1010_1_392_02_211118-072353_bem_901_elicit_0	This man is very happy. Can he climb this high? What is he holding in his hands?
39_1010_3_392_02_211118-072353_bem_901_elicit_1	These walls are in front of a big storey building.
39_1024_1_392_02_211118-051735_bem_1e5_elicit_0	He is wearing blue shoes and a black helmet for protection.
39_1024_3_392_02_211118-051735_bem_1e5_elicit_1	He is skating on a tarred road.
39_1028_1_392_02_211118-052407_bem_1e5_elicit_0	These two men are wearing a blue shirt, one is wearing a white one and one is wearing a short and a grey trousers.
39_1028_3_392_02_211118-052407_bem_1e5_elicit_1	It looks like they are fixing the car they have opened and they have opened the front wheels.
39_1050_1_392_02_211118-062152_bem_1e5_elicit_0	He is wearing a black and red jersey.
39_1050_3_392_02_211118-062152_bem_1e5_elicit_1	He is facing down, it seems he is looking at something on his phone.
39_1104_1_392_02_211118-095536_bem_1e5_elicit_0	This woman is wearing spectacles and she has black hair on her head.
39_1104_3_392_02_211118-095536_bem_1e5_elicit_1	What kind of pots is this potter who is wearing a grey shirt and a black trousers making?
39_1175_1_392_02_211118-133307_bem_1e5_elicit_0	What are these people doing?
39_1175_3_392_02_211118-133307_bem_1e5_elicit_1	How is the place where these people are looking like?
39_1197_1_392_02_211118-142111_bem_1e5_elicit_0	Both the boy and the boy child are standing and they are all wearing white caps of the same color.
39_1197_3_392_02_211118-142111_bem_1e5_elicit_1	This man is folding what has been folded like an ear ring. It's like he hurt himself while working.
39_886_1_392_02_211116-154906_bem_901_elicit_0	It looks like it is in the night. What are they doing?
39_886_3_392_02_211116-154906_bem_901_elicit_1	Near him is another woman who has lifted her hands and she is near a woman who has scattered her black hair.
39_947_1_392_02_211117-202218_bem_901_elicit_0	This woman is wearing a beautiful black dress.
39_947_3_392_02_211117-202218_bem_901_elicit_1	There is something in this room that is holding on to the wall. Where is this woman?
39_978_1_392_02_211117-215434_bem_901_elicit_0	There is a washing machine near her, why is she looking this way?
39_978_3_392_02_211117-215434_bem_901_elicit_1	If that's the case then she is tired, maybe she is waiting for the clothes in the sewing machine so that she can put what's in her bag.
4_4533_0_41_01_211028-125013_bem_5a5_elicit_0	Two women are playing baseball.
4_4533_2_41_01_211028-125013_bem_5a5_elicit_1	These two women are fighting to run on a white stone
4_4533_4_41_01_211028-125013_bem_5a5_elicit_2	Behind these two women there is a lawn where people are standing watching.
4_4565_0_41_01_211028-154806_bem_5a5_elicit_0	A man is on a motorbike with a tyre in the air.
4_4565_2_41_01_211028-154806_bem_5a5_elicit_1	This man is playing with his Honda and he is wearing something to protect his head.
4_4565_4_41_01_211028-154806_bem_5a5_elicit_2	There are a lot of people watching this man.
4_4590_0_41_01_211029-125751_bem_5a5_elicit_0	A woman is pouring beer in a cup
4_4590_2_41_01_211029-125751_bem_5a5_elicit_1	There are a lot of cups where he is.
4_4590_4_41_01_211029-125751_bem_5a5_elicit_2	This woman who is pouring beer in the bottle has long hair.
4_4640_0_41_01_211031-003853_bem_5a5_elicit_0	Three men are fighting for the ball while in the air.
4_4640_2_41_01_211031-003853_bem_5a5_elicit_1	Of these four, two are dressed in green while the other two are dressed in yellow.
4_4640_4_41_01_211031-003853_bem_5a5_elicit_2	As these players are playing, there are people on the sides of the pitch watching.
4_4655_0_41_01_211031-011755_bem_5a5_elicit_0	A man wearing a black suit and a white shirt inside is among three women.
4_4655_2_41_01_211031-011755_bem_5a5_elicit_1	The man is getting something to drink.
4_4655_4_41_01_211031-011755_bem_5a5_elicit_2	This man looks like the groom and the woman wearing a white dress is the bride.
4_4703_0_41_01_211031-105245_bem_5a5_elicit_0	Young boys and girls are scattered as they are on the river.
4_4703_2_41_01_211031-105245_bem_5a5_elicit_1	The children are swimming near the river.
4_4703_4_41_01_211031-105245_bem_5a5_elicit_2	In front of the river there are big rocks.
4_4712_0_41_01_211031-111039_bem_5a5_elicit_0	A child with shoes is running.
4_4712_2_41_01_211031-111039_bem_5a5_elicit_1	The child's shadow can be seen in the water.
4_4712_4_41_01_211031-111039_bem_5a5_elicit_2	This child is running in the road where there is stagnant water.
4_4722_0_41_01_211031-113151_bem_5a5_elicit_0	A child has made a snowball in the snow.
4_4722_2_41_01_211031-113151_bem_5a5_elicit_1	Behind the child there is a dry tree.
4_4722_4_41_01_211031-113151_bem_5a5_elicit_2	This child is happy to make the ball and he is smiling.
4_4734_0_41_01_211031-115548_bem_5a5_elicit_0	A man is in the air with his skateboard.
4_4734_2_41_01_211031-115548_bem_5a5_elicit_1	The man looks like he is on a rail line.
4_4734_4_41_01_211031-115548_bem_5a5_elicit_2	This man who is not wearing a helmet is in an industrial area.
4_793_0_41_01_211025-142434_bem_5a5_elicit_0	A man and a woman are with young children.
4_793_2_41_01_211025-142434_bem_5a5_elicit_1	These people are seated on a chair that looks like it is made of wood.
4_793_4_41_01_211025-142434_bem_5a5_elicit_2	The place where they are is very nice.
4_844_0_41_01_211025-164059_bem_5a5_elicit_0	I can see two young men and one is wearing a cap.
4_844_2_41_01_211025-164059_bem_5a5_elicit_1	The two men are very happy.
4_844_4_41_01_211025-164059_bem_5a5_elicit_2	The two men look like they are in a crowd.
4_852_0_41_01_211026-115839_bem_5a5_elicit_0	A woman is with her three dogs.
4_852_2_41_01_211026-115839_bem_5a5_elicit_1	The dogs have long legs.
4_852_4_41_01_211026-115839_bem_5a5_elicit_2	All the dogs are looking at the woman.
4_862_0_41_01_211026-123022_bem_5a5_elicit_0	A man has thrown a big stick in the air.
4_862_2_41_01_211026-123022_bem_5a5_elicit_1	This person is putting on warm clothes.
4_862_4_41_01_211026-123022_bem_5a5_elicit_2	There are two dogs near the river.
4_877_0_41_01_211026-145521_bem_5a5_elicit_0	Three white children are not wearing shirts.
4_877_2_41_01_211026-145521_bem_5a5_elicit_1	The children are putting on shorts.
4_877_4_41_01_211026-145521_bem_5a5_elicit_2	These children are very happy.
4_895_0_41_01_211026-154635_bem_5a5_elicit_0	A small dog with big ears.
4_895_2_41_01_211026-154635_bem_5a5_elicit_1	This small dog has a big head and a small body.
4_895_4_41_01_211026-154635_bem_5a5_elicit_2	A small dog with big ears is looking at the tree.
4_944_0_41_01_211027-130617_bem_5a5_elicit_0	A man is playing on a white wall.
4_944_2_41_01_211027-130617_bem_5a5_elicit_1	The man is playing in the night.
4_944_4_41_01_211027-130617_bem_5a5_elicit_2	He is happy to say that there are a lot of cars where he is playing from.
4_953_0_41_01_211027-135727_bem_5a5_elicit_0	Two old women are looking alike.
4_953_2_41_01_211027-135727_bem_5a5_elicit_1	These two old women are very happy
4_953_4_41_01_211027-135727_bem_5a5_elicit_2	The wall behind the woman has writings.
4_971_0_41_01_211027-151708_bem_5a5_elicit_0	I can see people sitting on nice grass.
4_971_2_41_01_211027-151708_bem_5a5_elicit_1	I think these others are walking
4_971_4_41_01_211027-151708_bem_5a5_elicit_2	I think this place where these people are has a school
4_4533_1_42_02_211030-135243_bem_5a5_elicit_0	Of the two women, one is wearing a helmet and the other is wearing a hat.
4_4533_3_42_02_211030-135243_bem_5a5_elicit_1	There is a lot of sand where these women are running from.
4_4565_1_42_02_211030-144616_bem_5a5_elicit_0	The man is putting on black clothes.
4_4565_3_42_02_211030-144616_bem_5a5_elicit_1	This man is wearing a black hat and black shoes.
4_4590_1_42_02_211030-151732_bem_5a5_elicit_0	The beer the woman is pouring in the cup looks like water.
4_4590_3_42_02_211030-151732_bem_5a5_elicit_1	There are also plastic cups.
4_4640_1_42_02_211030-170000_bem_5a5_elicit_0	All these men are looking at the basketball.
4_4640_3_42_02_211030-170000_bem_5a5_elicit_1	On the side there are people watching the basketball game.
4_4655_1_42_02_211031-151513_bem_5a5_elicit_0	Besides this man there is a woman wearing a white dress.
4_4655_3_42_02_211031-151513_bem_5a5_elicit_1	Besides the woman there is an empty chair.
4_4703_1_42_02_211031-162152_bem_5a5_elicit_0	These children have wet hair and wet bodies.
4_4703_3_42_02_211031-162152_bem_5a5_elicit_1	The child is playing in the water.
4_4712_1_42_02_211031-163621_bem_5a5_elicit_0	The child is running and it looks like it's raining.
4_4712_3_42_02_211031-163621_bem_5a5_elicit_1	The place where the water is looks like it's on the side of the road.
4_4722_1_42_02_211031-164730_bem_5a5_elicit_0	The child she is holding in her hands is very happy.
4_4722_3_42_02_211031-164730_bem_5a5_elicit_1	This child is wearing warm clothes on his head, hands and the whole body
4_4734_1_42_02_211031-170044_bem_5a5_elicit_0	The man is not wearing a helmet.
4_4734_3_42_02_211031-170044_bem_5a5_elicit_1	The man is looking at his skateboard.
4_793_1_42_02_211023-205015_bem_5a5_elicit_0	These look like a husband and wife sitting with their two boys.
4_793_3_42_02_211023-205015_bem_5a5_elicit_1	Behind them there is a beautiful place with flowers.
4_844_1_42_02_211024-181245_bem_5a5_elicit_0	The man is putting on a black cap.
4_844_3_42_02_211024-181245_bem_5a5_elicit_1	There are boys behind them.
4_852_1_42_02_211024-232948_bem_5a5_elicit_0	This woman with her dogs is wearing a black shirt and a grey short.
4_852_3_42_02_211024-232948_bem_5a5_elicit_1	These dogs are very tall that is why they have long legs.
4_862_1_42_02_211025-001131_bem_5a5_elicit_0	The tree looks like it is going to fall on the river.
4_862_3_42_02_211025-001131_bem_5a5_elicit_1	He is putting on warm clothes.
4_877_1_42_02_211025-010633_bem_5a5_elicit_0	These children are only wearing shorts, the other one is wearing a blue one and the tall one is wearing a different grey one.
4_877_3_42_02_211025-010633_bem_5a5_elicit_1	They are putting on swimming shorts.
4_895_1_42_02_211025-015833_bem_5a5_elicit_0	A dog with big ears is playing with a small stick.
4_895_3_42_02_211025-015833_bem_5a5_elicit_1	There are small dry leaves where the dog is playing from.
4_944_1_42_02_211026-015340_bem_5a5_elicit_0	The man is putting on a white shirt.
4_944_3_42_02_211026-015340_bem_5a5_elicit_1	At this time of darkness, there are red vehicles.
4_953_1_42_02_211026-232748_bem_5a5_elicit_0	The two women look alike.
4_953_3_42_02_211026-232748_bem_5a5_elicit_1	They are all wearing the same clothes.
4_971_1_42_02_211027-001156_bem_5a5_elicit_0	These people are sitting on trimmed grass.
4_971_3_42_02_211027-001156_bem_5a5_elicit_1	They are passing on the side of the grass.
5_1048_0_51_01_211031-181238_bem_e3a_elicit_0	Children are walking on the grass.
5_1048_2_51_01_211031-181238_bem_e3a_elicit_1	The children are three, one boy and two girls.
5_1048_4_51_01_211031-181238_bem_e3a_elicit_2	Behind the children there is a house and big green flowers.
5_1053_0_51_01_211101-210807_bem_e3a_elicit_0	A dog is carrying a stick in its mouth.
5_1053_2_51_01_211101-210807_bem_e3a_elicit_1	The dog has something on its neck.
5_1053_4_51_01_211101-210807_bem_e3a_elicit_2	There is a big river behind the dog.
5_1069_0_51_01_211101-214017_bem_e3a_elicit_0	A woman is standing in a football pitch.
5_1069_2_51_01_211101-214017_bem_e3a_elicit_1	The woman looks very slim.
5_1069_4_51_01_211101-214017_bem_e3a_elicit_2	He is laying down because he looks like he is getting ready to start playing the game.
5_1125_0_51_01_211102-071252_bem_e3a_elicit_0	Children are playing with their father.
5_1125_2_51_01_211102-071252_bem_e3a_elicit_1	Children and their father are playing in an area with short grass.
5_1125_4_51_01_211102-071252_bem_e3a_elicit_2	Behind them there is a building that looks like the house they came from.
5_1163_0_51_01_211102-085520_bem_e3a_elicit_0	A man is standing on his friend's back.
5_1163_2_51_01_211102-085520_bem_e3a_elicit_1	Both men are wearing white shirts.
5_1163_4_51_01_211102-085520_bem_e3a_elicit_2	The men are wearing similar shorts and shoes.
5_1176_0_51_01_211102-090815_bem_e3a_elicit_0	A woman is drinking water from a tap.
5_1176_2_51_01_211102-090815_bem_e3a_elicit_1	The woman has very long hair.
5_1176_4_51_01_211102-090815_bem_e3a_elicit_2	A woman has tied her hair behind with a green thing.
5_1211_0_51_01_211102-105643_bem_e3a_elicit_0	A man has jumped high.
5_1211_2_51_01_211102-105643_bem_e3a_elicit_1	The man is wearing a red cap.
5_1211_4_51_01_211102-105643_bem_e3a_elicit_2	The shirt the man is wearing has words written on it.
5_1216_0_51_01_211102-110117_bem_e3a_elicit_0	A dog is jumping over a metal bar.
5_1216_2_51_01_211102-110117_bem_e3a_elicit_1	There is a person standing in front of the dog that is jumping.
5_1216_4_51_01_211102-110117_bem_e3a_elicit_2	The fur of the dog is scattered and the fur of the head is up in the air.
5_1237_0_51_01_211102-112358_bem_e3a_elicit_0	Two children are sitting down eating corn.
5_1237_2_51_01_211102-112358_bem_e3a_elicit_1	The child wearing a red shirt has already finished eating the maize but the friend is just at the end.
5_1237_4_51_01_211102-112358_bem_e3a_elicit_2	Both children are wearing very short shorts.
5_4778_0_51_01_220115-220403_bem_03f_elicit_0	Four people are seated on rocks, the ones on the right are women and the ones on the left are men.
5_4778_2_51_01_220115-220403_bem_03f_elicit_1	indeed they are a family and it seems they have gone to visit a place with a lot of rocks
5_4778_4_51_01_220115-220403_bem_03f_elicit_2	They are just resting and looking at the same place as if they are taking a picture.
5_4796_0_51_01_220116-092231_bem_03f_elicit_0	Four people are in a place full of rocks and they are wearing helmets
5_4796_2_51_01_220116-092231_bem_03f_elicit_1	Two are seated and two are standing. It's like they have not seen this place in a long time.
5_4796_4_51_01_220116-092231_bem_03f_elicit_2	They have climbed on top of the hole and then they have descended using ropes tied around their waists.
5_4806_0_51_01_220116-093418_bem_03f_elicit_0	Four dogs, three are standing on snow while one is sitting.
5_4806_2_51_01_220116-093418_bem_03f_elicit_1	Three are black and one is white and they both have a lot of fur.
5_4806_4_51_01_220116-093418_bem_03f_elicit_2	The dog is seated under the black dog that is in the middle.
5_4832_0_51_01_220116-101756_bem_03f_elicit_0	A group of people are gathered outside at a certain place
5_4832_2_51_01_220116-101756_bem_03f_elicit_1	Others are standing while others are sitting down
5_4832_4_51_01_220116-101756_bem_03f_elicit_2	they are wearing jerseys, it seems it's very cold where they are
5_4859_0_51_01_220116-104806_bem_03f_elicit_0	People are in a building with a lot of lights on top.
5_4859_2_51_01_220116-104806_bem_03f_elicit_1	Yes it looks a bit dark and the people in it are not very visible.
5_4859_4_51_01_220116-104806_bem_03f_elicit_2	I have also seen her, and near her is a woman whose head can only be seen.
5_4860_0_51_01_220116-104903_bem_03f_elicit_0	Two dogs that look alike are sitting on dry grass.
5_4860_2_51_01_220116-104903_bem_03f_elicit_1	I can see a green tennis ball.
5_4860_4_51_01_220116-104903_bem_03f_elicit_2	I think it's biting the ear but they are just playing that's why it's biting the other one.
5_4867_0_51_01_220116-111941_bem_03f_elicit_0	A black dog is passing in the yard running alone.
5_4867_2_51_01_220116-111941_bem_03f_elicit_1	It looks like a plastic toy that it likes playing with.
5_4867_4_51_01_220116-111941_bem_03f_elicit_2	Yes I have also seen because it has climbed to go where it is taking what it is carrying in its mouth.
5_4871_0_51_01_220116-112703_bem_03f_elicit_0	A group of people are gathered outside in the afternoon
5_4871_2_51_01_220116-112703_bem_03f_elicit_1	They are doing different things, others are kneeling and clapping while others are fighting
5_4871_4_51_01_220116-112703_bem_03f_elicit_2	true, all the adults are watching what the children are doing, it seems it's their parents
5_4901_0_51_01_220116-120459_bem_03f_elicit_0	Three girls are at a place where there is a swimming pool and they are all wearing swimming costumes.
5_4901_2_51_01_220116-120459_bem_03f_elicit_1	Behind them there are tents with roofs where people who have come to visit this place can sit and they have put chairs where people can sit when they come to this place.
5_4901_4_51_01_220116-120459_bem_03f_elicit_2	These children are getting ready to jump on the water so that they can start swimming. One of them is very old and has jumped in the air. There is also a tall building at a distance from where they are.
5_4922_0_51_01_220116-122749_bem_03f_elicit_0	Four people are in a green place and it looks like they are on top of a mountain.
5_4922_2_51_01_220116-122749_bem_03f_elicit_1	The one sleeping on his stomach has spread a small cloth where he is sleeping, he is wearing a watch and he has tied a jersey in his waist, his hair is black and he has tied it behind.
5_4922_4_51_01_220116-122749_bem_03f_elicit_2	A man and a woman are seated and they are all wearing the same jerseys. The place they are in looks very nice and quiet with a lot of mountains.
5_4947_0_51_01_220116-130300_bem_03f_elicit_0	A small child is in a restaurant.
5_4947_2_51_01_220116-130300_bem_03f_elicit_1	The thing he is wearing on his head has words and writings and drawings.
5_4947_4_51_01_220116-130300_bem_03f_elicit_2	Behind him there are two people sitting in the same place.
5_4949_0_51_01_220116-132317_bem_03f_elicit_0	Three male grandchildren are on a skateboard.
5_4949_2_51_01_220116-132317_bem_03f_elicit_1	These children are wearing the same clothes and one has something white in his pocket.
5_4949_4_51_01_220116-132317_bem_03f_elicit_2	There are trees and grass behind them.
5_1048_1_52_02_211101-002753_bem_a9e_elicit_0	How many children are walking on the stairs?
5_1048_3_52_02_211101-002753_bem_a9e_elicit_1	The children are three, one boy and two girls.
5_1053_1_52_02_211101-061755_bem_a9e_elicit_0	This dog has sharp ears and it looks fierce.
5_1053_3_52_02_211101-061755_bem_a9e_elicit_1	Its fur is wet and it is dripping water.
5_1069_1_52_02_211101-071238_bem_a9e_elicit_0	The woman is only wearing a short and holding a breast.
5_1069_3_52_02_211101-071238_bem_a9e_elicit_1	Why is he lying like this?
5_1125_1_52_02_211102-004252_bem_a9e_elicit_0	The children are three, one is a boy and two are girls.
5_1125_3_52_02_211102-004252_bem_a9e_elicit_1	What is behind the children playing?
5_1163_1_52_02_211102-045332_bem_a9e_elicit_0	The man who is on top of the other has lifted his legs up.
5_1176_1_52_02_211102-074713_bem_a9e_elicit_0	The water looks clean.
5_1176_3_52_02_211102-074713_bem_a9e_elicit_1	Yes and this place looks very hot because the woman is wet.
5_1211_1_52_02_211102-101700_bem_a9e_elicit_0	One hand is touching his head and the other is pointing in front.
5_1211_3_52_02_211102-101700_bem_a9e_elicit_1	The clouds look dark. What is written on the shirt the young man is wearing?
5_1216_1_52_02_211102-102615_bem_a9e_elicit_0	A black and white dog.
5_1216_3_52_02_211102-102615_bem_a9e_elicit_1	Only the hands and legs of the person can be seen.
5_1237_1_52_02_211102-110505_bem_a9e_elicit_0	Looking at how the children are holding the maize, it looks very nice.
5_1237_3_52_02_211102-110505_bem_a9e_elicit_1	One of the two children is wearing socks.
5_4778_1_52_02_220107-224617_bem_574_elicit_0	they are both carrying their children on their laps and they look like they are one family
5_4778_3_52_02_220107-224617_bem_574_elicit_1	What are they doing there?
5_4796_1_52_02_220124-221748_bem_574_elicit_0	What are they doing in this place where there are big rocks?
5_4796_3_52_02_220124-221748_bem_574_elicit_1	But how do they enter this place because it looks dark with no entrance?
5_4806_1_52_02_220125-062452_bem_574_elicit_0	Are they the same or they are different?
5_4806_3_52_02_220125-062452_bem_574_elicit_1	Both dogs have dog collars tied around their necks.
5_4832_1_52_02_220125-072212_bem_574_elicit_0	What are these people gathered together doing outside?
5_4832_3_52_02_220125-072212_bem_574_elicit_1	Three of them are standing and discussing something.
5_4859_1_52_02_220125-165903_bem_574_elicit_0	Have you noticed that there is no light in this building even though there are lights?
5_4859_3_52_02_220125-165903_bem_574_elicit_1	I can only see a man wearing a grey shirt and holding his beard.
5_4860_1_52_02_220125-170005_bem_574_elicit_0	Have you noticed that the dog on the right has a small ball in its mouth?
5_4860_3_52_02_220125-170005_bem_574_elicit_1	the one on the left has a black head and it's mouth is open and it's licking the ears of the one on the left
5_4867_1_52_02_220125-172926_bem_574_elicit_0	It is carrying something in its mouth. What does it have?
5_4867_3_52_02_220125-172926_bem_574_elicit_1	It looks like it's a toy and it's taking it somewhere.
5_4871_1_52_02_220125-173947_bem_574_elicit_0	What are these children doing in the middle of the sand?
5_4871_3_52_02_220125-173947_bem_574_elicit_1	These children are wearing the same clothes and white caps.
5_4901_1_52_02_220125-210004_bem_574_elicit_0	In addition to the swimming goggles, one of them has something to protect his nose so that water doesn't enter his nose as he swims.
5_4901_3_52_02_220125-210004_bem_574_elicit_1	There is a white fence surrounding this place and they have hang some clothes that look like those people use to drain water from the body and wipe themselves.
5_4922_1_52_02_220125-223246_bem_574_elicit_0	Of the three girls and one boy, two girls are laying down, one is sleeping on her stomach and the other on her back.
5_4922_3_52_02_220125-223246_bem_574_elicit_1	The one sleeping behind is leaning on his bag so that he can sleep well. He has white short hair and his jersey is red.
5_4947_1_52_02_220125-232329_bem_574_elicit_0	He has covered his head showing his nose and eyebrows.
5_4947_3_52_02_220125-232329_bem_574_elicit_1	There is a plate in front of her that has food that she may have eaten that she has put on it.
5_4949_1_52_02_220125-232834_bem_574_elicit_0	This place looks like a play park.
5_4949_3_52_02_220125-232834_bem_574_elicit_1	One is on the left side of this thing, the other one is on top and the other one is seated in the middle, the one seated is surprised maybe there is something surprising.
6_1255_0_61_01_211024-062631_bem_53e_elicit_0	A big fat dog is running with what looks like a toy in its mouth.
6_1255_2_61_01_211024-062631_bem_53e_elicit_1	The running dog has raised its ears as if it is playing.
6_1255_4_61_01_211024-062631_bem_53e_elicit_2	There is white sand where it has been cut and the rest of the grass doesn't look trimmed.
6_1282_0_61_01_211024-082819_bem_53e_elicit_0	A man is sliding on a skateboard. He is wearing a white shirt.
6_1282_2_61_01_211024-082819_bem_53e_elicit_1	Behind the tall building there are tall trees. He is wearing a green short.
6_1282_4_61_01_211024-082819_bem_53e_elicit_2	It could be that he is not very clear but what is surprising is that he is not afraid of falling when sliding.
6_1292_0_61_01_211025-050811_bem_53e_elicit_0	Two men are riding a skateboard on the road. Others are standing and watching their friends.
6_1292_2_61_01_211025-050811_bem_53e_elicit_1	On the side of the road there is a bush. They have put a rope separating the road from the bush.
6_1292_4_61_01_211025-050811_bem_53e_elicit_2	Of the men behind, one is leaning on a rope while the other is just holding it with one left hand.
6_1353_0_61_01_211026-053658_bem_53e_elicit_0	People are standing in what looks like a market. There are a lot of people in this place.
6_1353_2_61_01_211026-053658_bem_53e_elicit_1	A man wearing a round hat is leaning on the wall and the jersey he is wearing is white with black lines.
6_1353_4_61_01_211026-053658_bem_53e_elicit_2	No those two look like they are together because they could be lovers.
6_1396_0_61_01_211027-064806_bem_53e_elicit_0	A dog is sleeping on the ground while looking in front with one leg in the air.
6_1396_2_61_01_211027-064806_bem_53e_elicit_1	Maybe it was flipping because it's fur is dirty or it was playing in the mud that's why it's dirty.
6_1396_4_61_01_211027-064806_bem_53e_elicit_2	It could be that there was a farm that's why the dog is looking after it.
6_1449_0_61_01_211027-102109_bem_53e_elicit_0	A young white girl is playing with a cat that has grey fur.
6_1449_2_61_01_211027-102109_bem_53e_elicit_1	The girl is looking at the cat like she wants to kiss it.
6_1449_4_61_01_211027-102109_bem_53e_elicit_2	A young girl is very happy, it seems she enjoys playing with a cat.
6_1493_0_61_01_211027-160906_bem_53e_elicit_0	Two white dogs with black fur are playing, one is down and the other is jumping over a tree.
6_1493_2_61_01_211027-160906_bem_53e_elicit_1	The tree has shed all its leaves and the ground where the other dog is sitting is nicely trimmed.
6_1493_4_61_01_211027-160906_bem_53e_elicit_2	It can be a meeting place because they have built a round building and there is a big red building in front of it.
6_5034_0_61_01_211028-071104_bem_976_elicit_0	Two dogs with patched fur are in a very big place.
